  flscon:  version 22.2.0.05  win64 2022 
 FLOW-3D   15:38:58  08/23/2023 xhtx     
   hydr3d   version  22.2.0.16 win64     09/12/2022 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob, pfob, vmax, vmaxsrf       
       1     1002      0.000E+00      2.280E+01
   time              pfxob_1         pfyob_1         pfzob_1         pfob_1          vmax_0          vmaxsrf_0
   5.4543942E-01   3.2568851E-03  -2.3862259E+00   5.7741251E-16   2.3862281E+00   1.8416508E-01   2.1551286E-01
   5.7098645E-01   3.8944525E-03  -2.4047289E+00   5.7414482E-16   2.4047320E+00   1.2543918E-01   1.7162201E-01
   5.8868754E-01   3.1141676E-03  -2.3698111E+00   5.6980182E-16   2.3698132E+00   1.2954062E-01   1.7266688E-01
   6.1575925E-01   1.1157356E-05  -2.2624900E+00   5.6759598E-16   2.2624900E+00   1.3646963E-01   1.7417668E-01
   6.4287394E-01  -3.9052481E-03  -2.0887640E+00   5.6803739E-16   2.0887678E+00   1.3731989E-01   1.7504559E-01
   6.6124964E-01  -6.1605801E-03  -1.9267696E+00   5.6953542E-16   1.9267795E+00   1.4139813E-01   1.7610633E-01
   6.7954946E-01  -8.0198320E-03  -1.7456204E+00   5.7244207E-16   1.7456388E+00   1.4411837E-01   1.8818937E-01
   7.0703685E-01  -1.0745284E-02  -1.4353631E+00   5.7157762E-16   1.4354032E+00   1.4806207E-01   2.0694827E-01
   7.2538501E-01  -1.1469559E-02  -1.2407373E+00   5.6888564E-16   1.2407904E+00   1.5397064E-01   2.0375787E-01
   7.5311756E-01  -1.2030360E-02  -9.7926575E-01   5.5669954E-16   9.7933966E-01   1.5331809E-01   1.8073457E-01
   7.7116460E-01  -7.1956213E-03  -8.5366559E-01   5.5058994E-16   8.5369593E-01   1.5602425E-01   1.8172975E-01
   7.9693365E-01  -1.4806734E-03  -7.1961951E-01   5.5004398E-16   7.1962106E-01   1.6014414E-01   1.8325374E-01
   8.2347763E-01   4.0477589E-03  -6.3797659E-01   5.5502760E-16   6.3798940E-01   1.6355576E-01   1.8491080E-01
   8.4151036E-01   5.6613996E-03  -6.2096626E-01   5.6080236E-16   6.2099206E-01   1.6386360E-01   2.0719378E-01
   8.6800754E-01   9.5146140E-03  -6.6110408E-01   5.6900306E-16   6.6117257E-01   1.6568722E-01   1.9233404E-01
   8.8633120E-01   9.8105120E-03  -6.8611723E-01   5.7172527E-16   6.8618733E-01   1.6538677E-01   2.1659672E-01
   9.1345662E-01   1.2045473E-02  -7.1969211E-01   5.7183972E-16   7.1979290E-01   1.6649330E-01   2.0182198E-01
   9.3846017E-01   2.8033638E-03  -6.8190169E-01   5.6745014E-16   6.8190747E-01   1.6527304E-01   2.1338028E-01
   9.5603859E-01  -1.2775421E-03  -6.1612964E-01   5.6721688E-16   6.1613095E-01   1.6509543E-01   2.1986213E-01
   9.8212641E-01  -7.9983473E-03  -4.6653700E-01   5.6755035E-16   4.6660554E-01   1.6430372E-01   2.2631007E-01
   9.9959481E-01  -1.3820233E-02  -3.3352035E-01   5.6894769E-16   3.3380657E-01   1.6464962E-01   2.2844066E-01
   1.0261314E+00  -2.2894016E-02  -8.3147004E-02   5.7248538E-16   8.6241297E-02   1.6374825E-01   2.2844119E-01
   1.0522697E+00  -2.5310028E-02   2.2394638E-01   5.7041274E-16   2.2537209E-01   1.6193654E-01   2.2506277E-01
   1.0691228E+00  -2.5113955E-02   4.2612377E-01   5.6742335E-16   4.2686319E-01   1.6055186E-01   2.2309050E-01
   1.0946826E+00  -2.1452889E-02   7.0360315E-01   5.5550406E-16   7.0393008E-01   1.5879592E-01   2.2589932E-01
   1.1201196E+00  -1.5053301E-02   9.1377443E-01   5.4971242E-16   9.1389841E-01   1.5577950E-01   2.2711581E-01
   1.1371979E+00  -9.2022587E-03   1.0218737E+00   5.4962221E-16   1.0219152E+00   1.5545018E-01   2.2802395E-01
   1.1632264E+00  -1.8641112E-03   1.1346730E+00   5.5189040E-16   1.1346745E+00   1.6398025E-01   2.2893451E-01
   1.1895064E+00   3.9845877E-03   1.1873505E+00   5.5915403E-16   1.1873572E+00   1.7437467E-01   2.1558240E-01
   1.2075201E+00   8.2618156E-03   1.1952872E+00   5.6598096E-16   1.1953157E+00   1.8133393E-01   2.2356792E-01
   1.2348523E+00   1.0921938E-02   1.1911145E+00   5.7183750E-16   1.1911646E+00   1.9125654E-01   2.3477946E-01
   1.2532020E+00   1.3587321E-02   1.1915870E+00   5.7301149E-16   1.1916643E+00   1.9736814E-01   2.4147892E-01
   1.2807007E+00   6.6136038E-03   1.2351578E+00   5.6768275E-16   1.2351756E+00   2.0558013E-01   2.5039345E-01
   1.2990510E+00   1.4328278E-03   1.2998481E+00   5.6569429E-16   1.2998489E+00   2.1052255E-01   2.5546300E-01
   1.3265657E+00  -5.9067877E-03   1.4478234E+00   5.6505716E-16   1.4478354E+00   2.1653344E-01   2.6135382E-01
   1.3448722E+00  -1.1610589E-02   1.5809549E+00   5.6591155E-16   1.5809976E+00   2.1971409E-01   2.6447323E-01
   1.3723416E+00  -1.9217107E-02   1.8285626E+00   5.6868940E-16   1.8286637E+00   2.2314243E-01   2.6683176E-01
   1.3906484E+00  -2.2097025E-02   2.0323126E+00   5.6882254E-16   2.0324328E+00   2.2451618E-01   2.6789191E-01
   1.4092155E+00  -2.1865066E-02   2.2299423E+00   5.6707707E-16   2.2300496E+00   2.2551067E-01   2.6772910E-01
   1.4367948E+00  -2.2468878E-02   2.5182216E+00   5.6100580E-16   2.5183220E+00   2.2689897E-01   2.6616263E-01
   1.4551976E+00  -1.5351601E-02   2.6712308E+00   5.5475168E-16   2.6712749E+00   2.2708149E-01   2.6421738E-01
   1.4828256E+00  -4.6375012E-03   2.8426344E+00   5.4759277E-16   2.8426383E+00   2.2623055E-01   2.6026052E-01
   1.5010761E+00   3.5568834E-03   2.9178193E+00   5.4973804E-16   2.9178214E+00   2.2494407E-01   2.5724527E-01
   1.5288957E+00   1.5402713E-02   2.9755933E+00   5.5625363E-16   2.9756334E+00   2.2201271E-01   2.5358811E-01
   1.5473410E+00   2.1040233E-02   2.9747012E+00   5.6207709E-16   2.9747756E+00   2.1944049E-01   2.5056946E-01
   1.5751545E+00   2.2601467E-02   2.9112756E+00   5.6821114E-16   2.9113634E+00   2.2042604E-01   2.4510825E-01
   1.5937198E+00   2.4245521E-02   2.8649299E+00   5.6954665E-16   2.8650327E+00   2.2504838E-01   2.4128409E-01
   1.6215917E+00   1.9655174E-02   2.8171418E+00   5.6805730E-16   2.8172104E+00   2.3071028E-01   2.4712709E-01
   1.6399524E+00   1.4905272E-02   2.8191164E+00   5.6675546E-16   2.8191557E+00   2.3396926E-01   2.4994196E-01
   1.6675349E+00   6.0751745E-03   2.8816063E+00   5.6547390E-16   2.8816128E+00   2.3782516E-01   2.5772205E-01
   1.6858016E+00  -3.4835198E-04   2.9519947E+00   5.6539327E-16   2.9519947E+00   2.4035506E-01   2.6139548E-01
   1.7125375E+00  -1.0561058E-02   3.0832355E+00   5.6691306E-16   3.0832536E+00   2.4461582E-01   2.6371425E-01
   1.7291216E+00  -1.4426426E-02   3.1790388E+00   5.6910370E-16   3.1790714E+00   2.4686241E-01   2.6397040E-01
   1.7563134E+00  -1.7895522E-02   3.3095288E+00   5.6652057E-16   3.3095772E+00   2.5375736E-01   2.6318040E-01
   1.7749016E+00  -1.6797274E-02   3.3815408E+00   5.6368322E-16   3.3815825E+00   2.5299752E-01   2.6596928E-01
   1.7992666E+00  -1.1650413E-02   3.4355652E+00   5.5475163E-16   3.4355848E+00   2.5592306E-01   2.6872489E-01
   1.8228421E+00  -2.5608638E-04   3.4051902E+00   5.5019920E-16   3.4051902E+00   2.5829488E-01   2.7058181E-01
   1.8457603E+00   9.2311343E-03   3.3137715E+00   5.5087963E-16   3.3137844E+00   2.6000607E-01   2.7181861E-01
   1.8700700E+00   1.8020272E-02   3.1503110E+00   5.5460837E-16   3.1503625E+00   2.6108786E-01   2.7271807E-01
   1.8915139E+00   2.3721484E-02   2.9557219E+00   5.6072030E-16   2.9558172E+00   2.6139617E-01   2.7310160E-01
   1.9128751E+00   2.4030143E-02   2.6747391E+00   5.6608546E-16   2.6748471E+00   2.6101175E-01   2.7285406E-01
   1.9406307E+00   2.1722132E-02   2.3272216E+00   5.6948736E-16   2.3273230E+00   2.5964403E-01   2.7201018E-01
   1.9600679E+00   1.7748430E-02   2.1207488E+00   5.6935056E-16   2.1208229E+00   2.5840187E-01   2.7080578E-01
   1.9865154E+00   6.6595064E-03   1.8579971E+00   5.6575104E-16   1.8580090E+00   2.5578064E-01   2.6808235E-01
   2.0058510E+00  -4.1344371E-03   1.6715255E+00   5.6520296E-16   1.6715306E+00   2.5303519E-01   2.6517352E-01
   2.0314195E+00  -1.6763115E-02   1.4907289E+00   5.6556861E-16   1.4908230E+00   2.5266472E-01   2.6009899E-01
   2.0510333E+00  -2.5215903E-02   1.3507674E+00   5.6602003E-16   1.3510027E+00   2.5630334E-01   2.5531012E-01
   2.0759773E+00  -3.0400613E-02   1.2378803E+00   5.6701169E-16   1.2382536E+00   2.5833213E-01   2.5385106E-01
   2.0948091E+00  -3.4227461E-02   1.1217424E+00   5.6572235E-16   1.1222644E+00   2.6041484E-01   2.5914663E-01
   2.1202648E+00  -3.3800460E-02   9.7680098E-01   5.6280400E-16   9.7738564E-01   2.6301381E-01   2.6183167E-01
   2.1461036E+00  -2.8103055E-02   8.0795342E-01   5.5570031E-16   8.0844206E-01   2.6287928E-01   2.6204225E-01
   2.1648800E+00  -2.1235857E-02   6.1809629E-01   5.5241699E-16   6.1846101E-01   2.6309156E-01   2.6393455E-01
   2.1893008E+00  -1.1683060E-02   3.7691066E-01   5.5107609E-16   3.7709168E-01   2.5678951E-01   2.5942054E-01
   2.2088366E+00  -9.9116722E-03   1.3056999E-01   5.5293649E-16   1.3094565E-01   2.5334269E-01   2.5541773E-01
   2.2337587E+00   5.7835453E-03  -1.7542297E-01   5.5929644E-16   1.7551827E-01   2.4763501E-01   2.4853516E-01
   2.2605879E+00   8.6807553E-03  -5.2225125E-01   5.6523806E-16   5.2232337E-01   2.4154963E-01   2.4186233E-01
   2.2811720E+00   9.3809860E-03  -8.0591148E-01   5.6760779E-16   8.0596608E-01   2.3661751E-01   2.3616976E-01
   2.3038290E+00   8.3535453E-03  -1.1127895E+00   5.6784401E-16   1.1128209E+00   2.2950523E-01   2.3081924E-01
   2.3263049E+00  -3.5544278E-03  -1.3347689E+00   5.6476795E-16   1.3347735E+00   2.2847228E-01   2.3255788E-01
   2.3501644E+00  -1.4337519E-02  -1.5164325E+00   5.6378195E-16   1.5165002E+00   2.1799716E-01   2.2243594E-01
   2.3735850E+00  -2.4972441E-02  -1.6777798E+00   5.6386284E-16   1.6779656E+00   2.0900583E-01   2.3075525E-01
   2.3906770E+00  -3.2222018E-02  -1.7236205E+00   5.6496875E-16   1.7239218E+00   2.0189103E-01   2.3693880E-01
   2.4134386E+00  -4.1990042E-02  -1.7617325E+00   5.6620383E-16   1.7622328E+00   1.9207491E-01   2.4564622E-01
   2.4386024E+00  -4.3629754E-02  -1.7495055E+00   5.6533287E-16   1.7500495E+00   1.9585693E-01   2.5382093E-01
   2.4650652E+00  -4.4185180E-02  -1.7032700E+00   5.6256254E-16   1.7038430E+00   2.0223925E-01   2.6162282E-01
   2.4832699E+00  -3.9929584E-02  -1.6581273E+00   5.5954149E-16   1.6586081E+00   2.0660406E-01   2.6751933E-01
   2.5110769E+00  -2.8518224E-02  -1.6108921E+00   5.5367981E-16   1.6111444E+00   2.1330541E-01   2.7572888E-01
   2.5291030E+00  -1.7826272E-02  -1.6121287E+00   5.5231297E-16   1.6122272E+00   2.1739073E-01   2.8077999E-01
   2.5567729E+00  -1.7296369E-03  -1.6453303E+00   5.5389448E-16   1.6453313E+00   2.2284490E-01   2.8808710E-01
   2.5752771E+00   6.0107452E-03  -1.6854393E+00   5.5727441E-16   1.6854500E+00   2.2598290E-01   2.9262620E-01
   2.6028333E+00   1.3587520E-02  -1.7649893E+00   5.6314668E-16   1.7650415E+00   2.3074119E-01   2.9914203E-01
   2.6215303E+00   1.8034870E-02  -1.8108079E+00   5.6536659E-16   1.8108977E+00   2.3369135E-01   3.0287021E-01
   2.6493301E+00   1.7839631E-02  -1.8792728E+00   5.6638054E-16   1.8793575E+00   2.3746647E-01   3.0762082E-01
   2.6678205E+00   1.1435645E-02  -1.8945514E+00   5.6536993E-16   1.8945858E+00   2.3936900E-01   3.1047755E-01
   2.6862068E+00   5.1618433E-03  -1.8783414E+00   5.6472348E-16   1.8783485E+00   2.4099658E-01   3.1288195E-01
   2.7136285E+00  -7.1971533E-03  -1.7863762E+00   5.6376210E-16   1.7863908E+00   2.4260391E-01   3.1561986E-01
   2.7319105E+00  -1.5538331E-02  -1.6974910E+00   5.6395983E-16   1.6975621E+00   2.4328279E-01   3.1675452E-01
   2.7594726E+00  -2.4119683E-02  -1.4979440E+00   5.6595232E-16   1.4981382E+00   2.4378088E-01   3.1777707E-01
   2.7857120E+00  -2.6926296E-02  -1.2760433E+00   5.6522747E-16   1.2763274E+00   2.4372491E-01   3.1819317E-01
   2.8039179E+00  -2.5726248E-02  -1.1239315E+00   5.6334181E-16   1.1242259E+00   2.4341170E-01   3.1798902E-01
   2.8313274E+00  -2.4077378E-02  -8.8049001E-01   5.5897409E-16   8.8081914E-01   2.4273157E-01   3.1704053E-01
   2.8496397E+00  -1.6696911E-02  -7.4236518E-01   5.5510129E-16   7.4255294E-01   2.4190004E-01   3.1602854E-01
   2.8681805E+00  -6.7694467E-03  -6.2718284E-01   5.5284014E-16   6.2721938E-01   2.4066758E-01   3.1479332E-01
   2.8958507E+00   8.3135134E-03  -4.9465513E-01   5.5263024E-16   4.9472499E-01   2.4118735E-01   3.1309929E-01
   2.9143872E+00   1.4726200E-02  -4.3102711E-01   5.5482950E-16   4.3127859E-01   2.4365094E-01   3.1005639E-01
   2.9422035E+00   2.2025488E-02  -3.8453493E-01   5.6031484E-16   3.8516518E-01   2.4584727E-01   2.7995083E-01
   2.9606140E+00   2.5027335E-02  -3.6768717E-01   5.6342181E-16   3.6853793E-01   2.4769391E-01   2.8464952E-01
   2.9880188E+00   2.6522653E-02  -3.3754376E-01   5.6634179E-16   3.3858415E-01   2.5038409E-01   2.9082263E-01
   3.0062940E+00   2.5096662E-02  -3.1372488E-01   5.6642422E-16   3.1472707E-01   2.5178573E-01   2.9432762E-01
   3.0337338E+00   1.5892686E-02  -2.4261065E-01   5.6454021E-16   2.4313064E-01   2.5597411E-01   2.9868841E-01
   3.0520558E+00   5.1937960E-03  -1.7196329E-01   5.6340455E-16   1.7204170E-01   2.5912830E-01   3.0131790E-01
   3.0796967E+00  -7.3631625E-03  -3.3713602E-02   5.6378010E-16   3.4508307E-02   2.6367649E-01   3.0451950E-01
   3.0979736E+00  -1.4190912E-02   7.6735988E-02   5.6460289E-16   7.8037135E-02   2.6595092E-01   3.0592462E-01
   3.1255512E+00  -2.1924036E-02   2.6604515E-01   5.6396274E-16   2.6694697E-01   2.6820511E-01   3.0690107E-01
   3.1438358E+00  -2.4481228E-02   3.9055729E-01   5.6253443E-16   3.9132380E-01   2.6891354E-01   3.0678228E-01
   3.1712406E+00  -2.5173200E-02   5.7271039E-01   5.5948554E-16   5.7326335E-01   2.6882210E-01   3.0548316E-01
   3.1895130E+00  -2.0963397E-02   6.8392730E-01   5.5661076E-16   6.8424851E-01   2.6799971E-01   3.0392674E-01
   3.2169991E+00  -9.5670372E-03   8.0992663E-01   5.5270107E-16   8.0998313E-01   2.6568919E-01   3.0059808E-01
   3.2353749E+00  -2.2986445E-04   8.7645972E-01   5.5284866E-16   8.7645978E-01   2.6796690E-01   2.9766855E-01
   3.2628520E+00   1.1436467E-02   9.3433845E-01   5.5614849E-16   9.3440843E-01   2.7344137E-01   2.9245755E-01
   3.2811615E+00   1.7448103E-02   9.4329768E-01   5.5937368E-16   9.4345903E-01   2.7300227E-01   2.8836271E-01
   3.3086622E+00   2.0772373E-02   9.3800491E-01   5.6340486E-16   9.3823493E-01   2.6936972E-01   2.8130659E-01
   3.3269908E+00   2.1438593E-02   9.3077153E-01   5.6514573E-16   9.3101841E-01   2.6617768E-01   2.7600306E-01
   3.3544652E+00   1.8384980E-02   9.2268360E-01   5.6545818E-16   9.2286670E-01   2.5879398E-01   2.6717350E-01
   3.3728194E+00   1.1775064E-02   9.3620372E-01   5.6446794E-16   9.3627775E-01   2.5323522E-01   2.6070535E-01
   3.4002876E+00  -1.7713557E-03   9.9389058E-01   5.6255111E-16   9.9389219E-01   2.4424304E-01   2.6063693E-01
   3.4185898E+00  -1.0987410E-02   1.0594705E+00   5.6296038E-16   1.0595274E+00   2.3790826E-01   2.6338473E-01
   3.4460323E+00  -2.2609886E-02   1.2019033E+00   5.6388513E-16   1.2021159E+00   2.2797836E-01   2.6170790E-01
   3.4643211E+00  -2.7114907E-02   1.3171109E+00   5.6395247E-16   1.3173900E+00   2.1889561E-01   2.5698107E-01
   3.4917471E+00  -3.3884481E-02   1.5074959E+00   5.6240441E-16   1.5078766E+00   2.1423289E-01   2.4534699E-01
   3.5100267E+00  -3.4884121E-02   1.6439110E+00   5.6080839E-16   1.6442811E+00   2.1114491E-01   2.3947331E-01
   3.5375824E+00  -3.2302391E-02   1.8407857E+00   5.5748162E-16   1.8410691E+00   2.0639828E-01   2.4490324E-01
   3.5558915E+00  -2.5677012E-02   1.9506426E+00   5.5462648E-16   1.9508116E+00   2.0315564E-01   2.4742535E-01
   3.5834172E+00  -1.3078542E-02   2.0789690E+00   5.5376187E-16   2.0790102E+00   2.0633830E-01   2.5378442E-01
   3.6017368E+00  -4.6025771E-03   2.1345344E+00   5.5517313E-16   2.1345394E+00   2.0839666E-01   2.6001775E-01
   3.6291571E+00   6.5278606E-03   2.1815431E+00   5.5879330E-16   2.1815529E+00   2.1085189E-01   2.6828790E-01
   3.6476357E+00   1.0163386E-02   2.2053046E+00   5.6120925E-16   2.2053280E+00   2.1225278E-01   2.7270126E-01
   3.6754861E+00   1.2638645E-02   2.2399158E+00   5.6383579E-16   2.2399516E+00   2.1641724E-01   2.8194383E-01
   3.6941264E+00   1.1607531E-02   2.2731326E+00   5.6455196E-16   2.2731624E+00   2.1983314E-01   2.8800252E-01
   3.7126086E+00   6.3236365E-03   2.3154514E+00   5.6422860E-16   2.3154600E+00   2.2318651E-01   2.9328427E-01
   3.7401667E+00  -8.2427636E-03   2.4159586E+00   5.6319676E-16   2.4159727E+00   2.2915302E-01   2.9870060E-01
   3.7583611E+00  -1.9368062E-02   2.5025377E+00   5.6195056E-16   2.5026126E+00   2.3228714E-01   3.0151212E-01
   3.7842579E+00  -3.4957621E-02   2.6682098E+00   5.6344420E-16   2.6684389E+00   2.3539008E-01   3.1139302E-01
   3.8066244E+00  -4.6427906E-02   2.8329089E+00   5.6387163E-16   2.8332894E+00   2.3765302E-01   3.1904748E-01
   3.8287425E+00  -5.5440441E-02   2.9819970E+00   5.6288770E-16   2.9825122E+00   2.4338906E-01   3.2682708E-01
   3.8509300E+00  -6.0143024E-02   3.1277137E+00   5.6045634E-16   3.1282921E+00   2.6283312E-01   3.3271536E-01
   3.8786421E+00  -6.1661992E-02   3.2950516E+00   5.5756193E-16   3.2956285E+00   2.5104088E-01   3.3686110E-01
   3.8978150E+00  -5.7773527E-02   3.3866878E+00   5.5532946E-16   3.3871806E+00   2.5237024E-01   3.3720225E-01
   3.9235005E+00  -4.7305994E-02   3.4511874E+00   5.5389538E-16   3.4515116E+00   2.5332057E-01   3.3780417E-01
   3.9425545E+00  -4.1482534E-02   3.4770811E+00   5.5519489E-16   3.4773285E+00   2.6164412E-01   3.3815911E-01
   3.9670537E+00  -3.4556851E-02   3.4835310E+00   5.5771577E-16   3.4837024E+00   2.7721000E-01   3.3905691E-01
   3.9905868E+00  -3.1818498E-02   3.4621818E+00   5.6059425E-16   3.4623280E+00   2.8959623E-01   3.3994341E-01
   4.0130849E+00  -3.2178581E-02   3.4237163E+00   5.6295096E-16   3.4238675E+00   2.9868901E-01   3.4206593E-01
   4.0343428E+00  -3.7146699E-02   3.3805625E+00   5.6461347E-16   3.3807666E+00   3.1071985E-01   3.4278074E-01
   4.0590787E+00  -4.7579035E-02   3.2909076E+00   5.6485022E-16   3.2912514E+00   3.2982033E-01   3.3826348E-01
   4.0835075E+00  -6.4184859E-02   3.2237713E+00   5.6412087E-16   3.2244103E+00   3.4619874E-01   3.4433699E-01
   4.1029992E+00  -7.9219759E-02   3.1612301E+00   5.6359084E-16   3.1622226E+00   3.5245210E-01   3.5349882E-01
   4.1268625E+00  -9.6391052E-02   3.0932622E+00   5.6344298E-16   3.0947638E+00   3.6041039E-01   3.8388956E-01
   4.1494823E+00  -1.0986121E-01   3.0215137E+00   5.6358719E-16   3.0235102E+00   3.7724957E-01   3.9360595E-01
   4.1705680E+00  -1.2097945E-01   2.9381993E+00   5.6218260E-16   2.9406888E+00   3.8547513E-01   3.9538813E-01
   4.1952252E+00  -1.2775165E-01   2.8242123E+00   5.5992054E-16   2.8271000E+00   3.9747009E-01   4.0227485E-01
   4.2191901E+00  -1.3167782E-01   2.6772997E+00   5.5793547E-16   2.6805360E+00   4.1574144E-01   4.2471537E-01
   4.2426672E+00  -1.3123299E-01   2.4862239E+00   5.5624389E-16   2.4896851E+00   4.2491287E-01   4.3347076E-01
   4.2621632E+00  -1.2505074E-01   2.3494802E+00   5.5507721E-16   2.3528056E+00   4.2856893E-01   4.3659714E-01
   4.2859244E+00  -1.2052407E-01   2.0906694E+00   5.5601471E-16   2.0941405E+00   4.3446177E-01   4.3368879E-01
   4.3098664E+00  -1.1495009E-01   1.8323494E+00   5.5817391E-16   1.8359516E+00   4.4277161E-01   4.4221774E-01
   4.3337011E+00  -1.1324737E-01   1.5454140E+00   5.6103090E-16   1.5495577E+00   4.4357523E-01   4.4854361E-01
   4.3534508E+00  -1.1445157E-01   1.2933569E+00   5.6301936E-16   1.2984110E+00   4.4595009E-01   4.5037034E-01
   4.3770032E+00  -1.1732893E-01   9.7421712E-01   5.6456117E-16   9.8125690E-01   4.4857621E-01   4.5139274E-01
   4.3999023E+00  -1.2693425E-01   6.9628441E-01   5.6486833E-16   7.0776004E-01   4.4743916E-01   4.5481163E-01
   4.4221029E+00  -1.3635449E-01   3.6659622E-01   5.6459256E-16   3.9113340E-01   4.5118189E-01   4.5519567E-01
   4.4447956E+00  -1.5019770E-01   7.4125998E-02   5.6434957E-16   1.6749331E-01   4.4790164E-01   4.5483384E-01
   4.4693179E+00  -1.6621138E-01  -2.1969007E-01   5.6379545E-16   2.7548131E-01   4.4422606E-01   4.5258945E-01
   4.4902916E+00  -1.7690095E-01  -4.5415553E-01   5.6335918E-16   4.8739225E-01   4.4228044E-01   4.5007631E-01
   4.5140138E+00  -1.8723884E-01  -7.2394049E-01   5.6240701E-16   7.4776214E-01   4.3877226E-01   4.4165176E-01
   4.5374107E+00  -1.8969184E-01  -9.7560757E-01   5.6135113E-16   9.9387783E-01   4.2838824E-01   4.3493032E-01
   4.5619516E+00  -1.8670493E-01  -1.2371087E+00   5.6016793E-16   1.2511182E+00   4.1187456E-01   4.1910130E-01
   4.5837383E+00  -1.8135315E-01  -1.4701811E+00   5.5906229E-16   1.4813242E+00   3.9997721E-01   4.0699828E-01
   4.6046462E+00  -1.7321132E-01  -1.6996887E+00   5.5807306E-16   1.7084916E+00   3.8778076E-01   3.9310655E-01
   4.6288872E+00  -1.6005142E-01  -1.9609760E+00   5.5744895E-16   1.9674968E+00   3.7318429E-01   3.7798879E-01
   4.6514158E+00  -1.4270462E-01  -2.2074757E+00   5.5916435E-16   2.2120836E+00   3.5815766E-01   3.6753187E-01
   4.6741843E+00  -1.3094097E-01  -2.4519346E+00   5.6093910E-16   2.4554286E+00   3.4103224E-01   3.7413636E-01
   4.6980882E+00  -1.2118965E-01  -2.7050867E+00   5.6301814E-16   2.7077999E+00   3.7676048E-01   4.2098248E-01
