  flscon:  version 22.2.0.05  win64 2022 
 FLOW-3D   14:54:30  08/23/2023 upci     
   hydr3d   version  22.2.0.16 win64     09/12/2022 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob, pfob, vmax, vmaxsrf       
       1     1002      0.000E+00      2.280E+01
   time              pfxob_1         pfyob_1         pfzob_1         pfob_1          vmax_0          vmaxsrf_0
   7.9721755E-01   1.2670097E-01  -1.1088071E+00   1.9964450E-16   1.1160225E+00   1.9198632E-01   1.9430527E-01
   8.2281303E-01   5.4989967E-02  -9.1505414E-01   1.9194285E-16   9.1670495E-01   1.9091447E-01   2.1273552E-01
   8.4314144E-01   1.9283352E-02  -9.3048745E-01   1.8652790E-16   9.3068725E-01   1.8197626E-01   1.8737103E-01
   8.6737716E-01   1.3661116E-01  -9.6678978E-01   1.8094894E-16   9.7639394E-01   1.7631480E-01   2.2617549E-01
   8.8919371E-01  -2.4160964E-03  -8.6752158E-01   1.7572310E-16   8.6752498E-01   1.8556584E-01   2.9985923E-01
   9.1533315E-01   5.7265937E-02  -8.8214618E-01   1.7037917E-16   8.8400298E-01   2.0745972E-01   2.0465299E-01
   9.3543255E-01   4.2503171E-02  -8.5465944E-01   1.6679576E-16   8.5571569E-01   1.9488274E-01   2.2162351E-01
   9.5686173E-01   3.5936415E-02  -7.5661206E-01   1.6443501E-16   7.5746506E-01   1.9689819E-01   2.1005042E-01
   9.8013288E-01   3.0222602E-02  -6.4919037E-01   1.6379288E-16   6.4989346E-01   2.0134108E-01   2.2188705E-01
   1.0042402E+00   2.7794549E-02  -4.9875578E-01   1.6443429E-16   4.9952966E-01   2.0845941E-01   2.3292327E-01
   1.0258991E+00   3.3353314E-02  -3.5040638E-01   1.6515370E-16   3.5199013E-01   2.0912385E-01   2.4660727E-01
   1.0467807E+00   3.4936223E-02  -1.8320273E-01   1.6509260E-16   1.8650410E-01   3.2535794E-01   6.5888518E-01
   1.0735755E+00   3.1104075E-02   2.4406424E-02   1.6383809E-16   3.9536528E-02   1.9659351E-01   3.9499378E-01
   1.0937784E+00   2.8991876E-02   1.7999247E-01   1.6231410E-16   1.8231241E-01   1.9077995E-01   2.8457534E-01
   1.1139449E+00   2.3797691E-02   3.3063173E-01   1.6115551E-16   3.3148706E-01   1.8751462E-01   2.9757035E-01
   1.1417742E+00   1.7932964E-02   5.0985944E-01   1.6146071E-16   5.1017475E-01   1.8565765E-01   3.1087461E-01
   1.1633008E+00   1.3477872E-02   6.2101018E-01   1.6377010E-16   6.2115645E-01   1.9504951E-01   3.6223829E-01
   1.1844615E+00   4.2343312E-03   7.2834784E-01   1.6806698E-16   7.2836018E-01   2.4442112E-01   4.1378728E-01
   1.2105663E+00   3.5525956E-03   8.1549263E-01   1.7487139E-16   8.1550038E-01   1.9009584E-01   3.4429693E-01
   1.2334341E+00   1.2418287E-02   8.7710446E-01   1.7959416E-16   8.7719238E-01   5.8758491E-01   1.2146344E+00
   1.2503877E+00   1.7378785E-02   9.4591278E-01   1.8246029E-16   9.4607240E-01   3.0687028E-01   6.4508086E-01
   1.2742167E+00   1.5632711E-02   1.1239500E+00   1.8609429E-16   1.1240587E+00   2.1172045E-01   3.7728980E-01
   1.2997603E+00   2.0864364E-02   1.2321850E+00   1.9049547E-16   1.2323617E+00   2.1825543E-01   3.7751102E-01
   1.3218203E+00   1.3863269E-02   1.4479325E+00   1.9457470E-16   1.4479989E+00   2.2209667E-01   3.8204518E-01
   1.3452280E+00   2.2804387E-02   1.5950531E+00   1.9913766E-16   1.5952160E+00   2.2490606E-01   3.8381734E-01
   1.3720409E+00   2.8145261E-02   1.7917521E+00   2.0570341E-16   1.7919732E+00   2.2717704E-01   3.8377404E-01
   1.3905054E+00   2.8335344E-02   1.9594804E+00   2.1131569E-16   1.9596852E+00   2.2828439E-01   3.8285592E-01
   1.4125676E+00   2.9793957E-03   2.3803577E+00   2.1935551E-16   2.3803596E+00   2.3106435E-01   3.8098517E-01
   1.4341012E+00   1.7531281E-02   2.3729589E+00   2.2884019E-16   2.3730235E+00   2.3307607E-01   3.7826255E-01
   1.4581679E+00   3.9498582E-02   2.4180140E+00   2.3801157E-16   2.4183366E+00   2.3452325E-01   3.8152543E-01
   1.4829026E+00   2.6957134E-02   2.7760217E+00   2.4724511E-16   2.7761526E+00   2.4030757E-01   3.9066777E-01
   1.5034094E+00   1.4407248E-02   2.8770914E+00   2.5572187E-16   2.8771274E+00   2.3490317E-01   3.9659020E-01
   1.5275799E+00  -1.1810900E-02   3.0288281E+00   2.6562847E-16   3.0288513E+00   2.5777394E-01   4.0779597E-01
   1.5488394E+00   2.9574933E-02   2.8203104E+00   2.7821454E-16   2.8204653E+00   2.2591144E-01   4.1949034E-01
   1.5713975E+00   1.7777538E-02   2.8991199E+00   2.8880261E-16   2.8991745E+00   2.2302870E-01   4.2802733E-01
   1.5944269E+00  -6.7422003E-02   3.5757859E+00   2.9851167E-16   3.5764215E+00   2.5705656E-01   4.3156645E-01
   1.6167991E+00  -2.0403121E-02   3.0262108E+00   3.1027209E-16   3.0262797E+00   2.3988637E-01   4.3069902E-01
   1.6390712E+00   1.0166396E-02   2.9745789E+00   3.2502102E-16   2.9745963E+00   2.4780183E-01   4.2724761E-01
   1.6623601E+00  -2.1194533E-02   3.3818016E+00   3.3791699E-16   3.3818681E+00   2.5528362E-01   4.2238787E-01
   1.6877137E+00  -6.0500279E-02   3.5640829E+00   3.4873360E-16   3.5645962E+00   2.7573982E-01   4.1737068E-01
   1.7119197E+00  -2.9121965E-02   3.4941895E+00   3.6184512E-16   3.4943109E+00   2.9280519E-01   4.1448092E-01
   1.7352531E+00  -9.3996525E-03   3.5007083E+00   3.7385491E-16   3.5007210E+00   2.6688561E-01   2.7368826E-01
   1.7557895E+00  -2.0614516E-02   3.4987721E+00   3.8698415E-16   3.4988329E+00   2.7154717E-01   2.7892751E-01
   1.7760990E+00  -5.9173461E-02   3.7585452E+00   3.9742672E-16   3.7590110E+00   2.7550736E-01   2.8314623E-01
   1.7994642E+00  -7.5394616E-02   3.5771506E+00   4.1603913E-16   3.5779450E+00   2.7922314E-01   2.8699842E-01
   1.8264490E+00  -4.7671322E-02   3.2535336E+00   4.3978917E-16   3.2538829E+00   2.8217047E-01   3.8418895E-01
   1.8442917E+00  -5.5099029E-02   3.3661835E+00   4.5161743E-16   3.3666344E+00   2.8346708E-01   2.9138079E-01
   1.8707640E+00  -6.8589829E-02   3.0454228E+00   4.7425629E-16   3.0461953E+00   2.8372884E-01   2.9189897E-01
   1.8907472E+00  -5.7688139E-02   2.9516809E+00   4.8839200E-16   2.9522448E+00   2.8349248E-01   2.9151055E-01
   1.9151067E+00  -7.3408939E-02   2.8121607E+00   5.0353928E-16   2.8131187E+00   2.8287962E-01   2.9013810E-01
   1.9380991E+00  -7.7356055E-02   2.5759726E+00   5.1435356E-16   2.5771339E+00   2.8115028E-01   2.8794155E-01
   1.9604235E+00  -7.4435174E-02   2.2800672E+00   5.2412466E-16   2.2812819E+00   2.8625977E-01   2.8799358E-01
   1.9816908E+00  -8.9275219E-02   1.9831022E+00   5.3121258E-16   1.9851106E+00   2.9817441E-01   3.2300350E-01
   2.0081141E+00  -6.2038891E-02   1.5878792E+00   5.3782595E-16   1.5890906E+00   3.1010655E-01   3.0991575E-01
   2.0308831E+00  -6.1884414E-02   1.3520490E+00   5.4119106E-16   1.3534646E+00   3.1758976E-01   3.1948251E-01
   2.0542059E+00  -6.4561695E-02   1.1178738E+00   5.4235922E-16   1.1197367E+00   3.2216850E-01   3.2622033E-01
   2.0775492E+00  -6.5332226E-02   8.9467031E-01   5.4119095E-16   8.9705259E-01   3.2591933E-01   3.3348608E-01
   2.1001217E+00  -6.2189087E-02   7.1314085E-01   5.3831284E-16   7.1584725E-01   3.2660711E-01   3.3117735E-01
   2.1220031E+00  -6.2317353E-02   5.1086158E-01   5.3416423E-16   5.1464844E-01   3.2274935E-01   3.2398641E-01
   2.1431353E+00  -5.8531363E-02   3.5530838E-01   5.2866079E-16   3.6009714E-01   3.2338321E-01   3.2647741E-01
   2.1683676E+00  -5.2248321E-02   1.5396498E-01   5.2055950E-16   1.6258876E-01   3.1886077E-01   3.2865256E-01
   2.1899743E+00  -4.5290127E-02  -4.5885522E-02   5.1383528E-16   6.4472295E-02   3.1816146E-01   3.3723101E-01
   2.2126546E+00  -3.4851119E-02  -2.0910875E-01   5.0757391E-16   2.1199308E-01   3.1597587E-01   3.4625670E-01
   2.2360320E+00  -2.9704193E-02  -3.7738025E-01   5.0061214E-16   3.7854749E-01   3.1153870E-01   3.5640299E-01
   2.2604907E+00  -2.8737973E-02  -5.5641538E-01   4.9318853E-16   5.5715704E-01   3.0607057E-01   3.6716506E-01
   2.2796364E+00  -2.7104618E-02  -6.7772013E-01   4.8785736E-16   6.7826194E-01   2.9182950E-01   3.7668526E-01
   2.3035395E+00  -1.8604994E-02  -8.5517216E-01   4.8085865E-16   8.5537452E-01   2.8420222E-01   3.8807315E-01
   2.3271816E+00  -2.3377132E-02  -1.0288645E+00   4.7180317E-16   1.0291301E+00   2.7482903E-01   4.0021250E-01
   2.3468530E+00  -3.2194946E-02  -1.1399329E+00   4.6473797E-16   1.1403874E+00   2.6632088E-01   4.0949094E-01
   2.3686185E+00  -3.8470361E-02  -1.2588267E+00   4.5636843E-16   1.2594144E+00   2.5159577E-01   4.2039922E-01
   2.3943913E+00  -9.0812007E-03  -1.4255538E+00   4.4616291E-16   1.4255828E+00   2.4097975E-01   4.3320391E-01
   2.4203100E+00  -2.1772400E-02  -1.4456515E+00   4.3122185E-16   1.4458154E+00   2.3178607E-01   4.4666564E-01
   2.4422429E+00  -7.1330587E-03  -1.5247478E+00   4.1712267E-16   1.5247645E+00   2.2240946E-01   4.5657083E-01
   2.4654887E+00  -2.2235863E-02  -1.4880178E+00   4.0273870E-16   1.4881839E+00   2.1107617E-01   4.6798122E-01
   2.4821386E+00  -1.1309403E-02  -1.5066234E+00   3.9083365E-16   1.5066658E+00   2.1538064E-01   4.7596744E-01
   2.5083313E+00  -6.6808737E-03  -1.4841676E+00   3.7130618E-16   1.4841826E+00   2.2316863E-01   4.8608512E-01
   2.5326335E+00   2.9947203E-02  -1.5565888E+00   3.5335785E-16   1.5568768E+00   2.6341549E-01   4.9679798E-01
   2.5548148E+00   1.9061249E-02  -1.4188372E+00   3.3472797E-16   1.4189652E+00   2.3914281E-01   5.0364906E-01
   2.5774221E+00   2.7847320E-02  -1.3852321E+00   3.1877691E-16   1.3855120E+00   2.3883185E-01   5.1277214E-01
   2.6004364E+00   3.0515252E-02  -1.3756919E+00   3.1112746E-16   1.3760302E+00   2.4463801E-01   5.1842099E-01
   2.6245081E+00   1.5934056E-02  -1.3478433E+00   2.9598118E-16   1.3479375E+00   2.4891470E-01   5.2637404E-01
   2.6474967E+00   3.0974507E-02  -1.4270403E+00   2.8441209E-16   1.4273764E+00   2.5035408E-01   5.3237224E-01
   2.6707892E+00   1.3482936E-02  -1.3769307E+00   2.7242700E-16   1.3769968E+00   2.5236049E-01   5.3629780E-01
   2.6883235E+00   4.1143922E-03  -1.3575737E+00   2.6360007E-16   1.3575799E+00   2.5422409E-01   5.4144466E-01
   2.7111630E+00   4.5503180E-02  -1.4618909E+00   2.5020326E-16   1.4625989E+00   3.3629841E-01   6.9561344E-01
   2.7353172E+00   7.3467195E-02  -1.4001411E+00   2.3323672E-16   1.4020672E+00   2.5630763E-01   5.4926246E-01
   2.7584643E+00   4.3503061E-02  -1.1543812E+00   2.1600459E-16   1.1552006E+00   3.0837032E-01   5.5229020E-01
   2.7819581E+00   7.3614910E-02  -1.0221744E+00   2.0114200E-16   1.0248216E+00   4.7496566E-01   6.0881507E-01
   2.8036313E+00   8.7353267E-02  -8.7057060E-01   1.8142080E-16   8.7494212E-01   6.4662701E-01   7.2828382E-01
   2.8282580E+00   1.0736598E-01  -7.0000440E-01   1.6490327E-16   7.0819038E-01   7.8366947E-01   8.3499944E-01
   2.8500450E+00   8.3763197E-02  -4.7626516E-01   1.5848346E-16   4.8357499E-01   8.8670862E-01   9.2075670E-01
   2.8737366E+00   1.7601417E-01  -3.9774343E-01   1.4532335E-16   4.3494922E-01   1.0992850E+00   1.0495851E+00
   2.8950438E+00   8.0012403E-02  -2.8152171E-01   1.4175744E-16   2.9267123E-01   1.1796281E+00   1.1546000E+00
   2.9175642E+00   9.5438145E-02  -3.0330724E-01   1.3601909E-16   3.1796810E-01   1.2220423E+00   1.1670462E+00
   2.9408095E+00   9.3203813E-02  -1.7411067E-01   1.3025617E-16   1.9748791E-01   1.2507010E+00   1.3277538E+00
   2.9637036E+00  -7.3530122E-05  -2.4311734E-02   1.2106821E-16   2.4311846E-02   7.8065622E-01   1.1049583E+00
   2.9868684E+00   5.7484534E-02  -2.3449421E-02   1.1377848E-16   6.2083386E-02   9.6306306E-01   1.1526101E+00
   3.0093071E+00   4.2881817E-02   1.0878448E-01   1.1011273E-16   1.1693124E-01   9.1969115E-01   1.0218399E+00
   3.0325873E+00   5.3183448E-02   1.2928689E-01   1.0406135E-16   1.3979834E-01   6.6932493E-01   7.8893405E-01
   3.0550034E+00   8.3127171E-03   2.1924371E-01   1.0107672E-16   2.1940124E-01   6.6348678E-01   8.2288814E-01
   3.0803106E+00   2.3771685E-02   2.7072331E-01   9.6300711E-17   2.7176499E-01   6.0418350E-01   6.2007815E-01
   3.1004908E+00   2.0737680E-02   3.3193696E-01   9.3310910E-17   3.3258411E-01   3.0902603E-01   3.8967422E-01
   3.1246424E+00   9.2111612E-03   4.2049110E-01   8.9607238E-17   4.2059198E-01   2.9643744E-01   3.1759015E-01
   3.1457295E+00   8.2908859E-03   4.8088792E-01   8.5450298E-17   4.8095939E-01   2.9774153E-01   3.2172847E-01
   3.1679354E+00   3.0879846E-02   5.8528227E-01   8.1709702E-17   5.8609635E-01   2.9796201E-01   3.5899442E-01
   3.1888947E+00   1.6754556E-02   6.6413754E-01   7.6420868E-17   6.6434884E-01   2.9706877E-01   4.1662711E-01
   3.2131577E+00   1.6405597E-02   7.0820802E-01   6.9650050E-17   7.0839798E-01   2.9477707E-01   3.0920416E-01
   3.2370830E+00   5.2567177E-02   9.0135759E-01   6.3425053E-17   9.0288913E-01   2.9122457E-01   3.6349016E-01
   3.2633932E+00   5.7776533E-02   8.7532592E-01   5.5200350E-17   8.7723064E-01   2.8588030E-01   2.9919836E-01
   3.2846098E+00   6.4051904E-02   9.5212424E-01   4.9893248E-17   9.5427632E-01   2.8060803E-01   3.1302276E-01
   3.3060453E+00   5.5274371E-02   9.2081326E-01   4.4548272E-17   9.2247075E-01   2.7445906E-01   3.3191100E-01
   3.3266122E+00   4.1682485E-02   8.9832509E-01   4.2389225E-17   8.9929163E-01   2.6788500E-01   2.7858841E-01
   3.3516116E+00   4.2520609E-02   9.1111606E-01   4.1147501E-17   9.1210771E-01   2.6121634E-01   2.8439417E-01
   3.3738370E+00   1.9037224E-02   1.0097864E+00   4.2301629E-17   1.0099658E+00   2.8756231E-01   2.9308009E-01
   3.3957953E+00   2.5246128E-02   1.3049026E+00   4.4059914E-17   1.3051467E+00   3.2589656E-01   3.0193025E-01
   3.4204957E+00   1.9411817E-02   1.3108817E+00   4.9134816E-17   1.3110255E+00   3.0808061E-01   3.1275812E-01
   3.4410782E+00  -2.6056581E-04   1.5735716E+00   5.0998540E-17   1.5735716E+00   2.6264170E-01   3.2077381E-01
   3.4662621E+00   1.6475152E-02   1.6511912E+00   5.3540728E-17   1.6512735E+00   2.4972259E-01   3.3008429E-01
   3.4886217E+00   1.9286633E-02   1.6170566E+00   5.3979798E-17   1.6171716E+00   2.2945978E-01   3.3748981E-01
   3.5093460E+00   1.4725129E-02   1.7194989E+00   5.4281160E-17   1.7195619E+00   2.2887972E-01   3.4432256E-01
   3.5339727E+00   1.1451952E-02   1.8019952E+00   5.3830869E-17   1.8020315E+00   2.2832556E-01   3.5311496E-01
   3.5546749E+00   1.8051211E-02   1.9384189E+00   5.2483323E-17   1.9385029E+00   2.2801487E-01   3.6101252E-01
   3.5789759E+00   4.9619932E-02   2.0965469E+00   5.0599356E-17   2.0971339E+00   2.2818103E-01   3.7129697E-01
   3.6030235E+00   4.2045128E-02   2.1007020E+00   5.1563839E-17   2.1011226E+00   2.2888179E-01   3.8042185E-01
   3.6267555E+00   2.5065167E-02   2.2022367E+00   5.3285824E-17   2.2023792E+00   2.2926834E-01   3.8944262E-01
   3.6467285E+00   2.8102666E-02   2.2184725E+00   5.4859558E-17   2.2186506E+00   2.2991399E-01   3.9646345E-01
   3.6686199E+00   2.6261216E-02   2.3873854E+00   5.7493460E-17   2.3875299E+00   2.3175873E-01   4.0558371E-01
   3.6910489E+00   1.9394398E-02   2.4703245E+00   6.0586698E-17   2.4704008E+00   2.3688683E-01   4.1470230E-01
   3.7165926E+00  -4.1390173E-03   2.9516532E+00   6.3772178E-17   2.9516561E+00   2.4426799E-01   4.2737350E-01
   3.7375019E+00  -3.4387723E-02   3.0049982E+00   6.6510920E-17   3.0051949E+00   2.5013459E-01   4.3458924E-01
   3.7632291E+00  -2.3512499E-02   2.8750072E+00   7.0089131E-17   2.8751032E+00   2.5648418E-01   4.4569659E-01
   3.7817583E+00  -1.8352112E-02   2.8686101E+00   7.2703022E-17   2.8686688E+00   2.6098484E-01   4.5113674E-01
   3.8095810E+00  -1.0492273E-02   3.0727921E+00   7.6777866E-17   3.0728099E+00   2.6615977E-01   4.6030128E-01
   3.8292296E+00  -1.9614138E-02   3.3932178E+00   8.0071421E-17   3.3932743E+00   2.6933634E-01   4.6478131E-01
   3.8526118E+00  -3.0508613E-02   3.5037560E+00   8.4278594E-17   3.5038888E+00   2.7340239E-01   4.6777210E-01
   3.8762002E+00  -4.5045186E-02   3.5343244E+00   8.9198770E-17   3.5346115E+00   2.7821225E-01   4.7407395E-01
   3.8996747E+00  -7.5755090E-02   3.6721561E+00   9.4403059E-17   3.6729374E+00   2.8152281E-01   4.7370818E-01
   3.9225934E+00  -1.0060329E-01   3.7861154E+00   9.9412492E-17   3.7874517E+00   2.9473171E-01   4.6969828E-01
   3.9443042E+00  -1.2188840E-01   3.9143891E+00   1.0379890E-16   3.9162862E+00   3.0974549E-01   4.6811786E-01
   3.9653966E+00  -1.4919284E-01   3.9843090E+00   1.0817079E-16   3.9871013E+00   3.1945670E-01   4.4740805E-01
   3.9913428E+00  -1.5629803E-01   4.0214109E+00   1.1464226E-16   4.0244474E+00   3.2900408E-01   6.8464595E-01
   4.0112734E+00  -1.5342245E-01   4.1599569E+00   1.2084945E-16   4.1627851E+00   3.4484485E-01   3.7094557E-01
   4.0344372E+00  -1.4988877E-01   4.1184268E+00   1.2889134E-16   4.1211538E+00   3.6531475E-01   4.1463426E-01
   4.0567937E+00  -1.4998655E-01   4.1483707E+00   1.3558978E-16   4.1510811E+00   3.8020518E-01   3.9354268E-01
   4.0792403E+00  -1.2503459E-01   3.9645069E+00   1.3986759E-16   3.9664781E+00   3.9410323E-01   4.1386086E-01
   4.1051950E+00  -1.2605618E-01   3.8764822E+00   1.4445389E-16   3.8785312E+00   4.1431284E-01   4.3220660E-01
   4.1266026E+00  -1.1960927E-01   3.7806849E+00   1.4812184E-16   3.7825766E+00   4.2950255E-01   4.4360134E-01
   4.1514659E+00  -1.2615772E-01   3.6766407E+00   1.5206767E-16   3.6788046E+00   4.4645506E-01   4.4811144E-01
   4.1713333E+00  -1.4241770E-01   3.5930536E+00   1.5520889E-16   3.5958750E+00   4.6923420E-01   4.7441304E-01
   4.1940570E+00  -1.7642744E-01   3.3616638E+00   1.5790433E-16   3.3662903E+00   4.8790357E-01   4.9500594E-01
   4.2162142E+00  -1.9985178E-01   3.2009876E+00   1.6012552E-16   3.2072203E+00   4.9867257E-01   5.0432193E-01
   4.2417369E+00  -2.2549409E-01   3.0765455E+00   1.6239903E-16   3.0847981E+00   5.1357681E-01   5.1933771E-01
   4.2625804E+00  -2.5345924E-01   2.8903339E+00   1.6414462E-16   2.9014256E+00   5.3321183E-01   5.3702968E-01
   4.2864857E+00  -2.7237865E-01   2.6470749E+00   1.6560968E-16   2.6610515E+00   5.5295968E-01   5.5559796E-01
   4.3100734E+00  -2.7848321E-01   2.4100754E+00   1.6648384E-16   2.4261112E+00   5.6353986E-01   5.7017612E-01
   4.3324184E+00  -2.5718167E-01   2.2562180E+00   1.6740686E-16   2.2708285E+00   5.7081199E-01   5.7507920E-01
   4.3547115E+00  -2.7334067E-01   1.8166183E+00   1.6865437E-16   1.8370675E+00   5.7140225E-01   5.8170927E-01
   4.3787203E+00  -2.7614561E-01   1.4840252E+00   1.7114017E-16   1.5094991E+00   5.7679355E-01   5.8456296E-01
   4.3994832E+00  -2.5052476E-01   1.2105092E+00   1.7421275E-16   1.2361615E+00   5.7642353E-01   5.8265239E-01
   4.4243445E+00  -2.1850555E-01   8.1058443E-01   1.7801581E-16   8.3951879E-01   5.8395565E-01   5.7806659E-01
   4.4458585E+00  -2.1138161E-01   4.9038741E-01   1.8034323E-16   5.3400564E-01   5.7865047E-01   5.8082318E-01
   4.4676242E+00  -1.9889018E-01   1.2936085E-01   1.8168259E-16   2.3725837E-01   5.7863700E-01   5.7351941E-01
   4.4904704E+00  -2.0638643E-01  -2.5968575E-01   1.8192088E-16   3.3171079E-01   5.6194937E-01   5.6167525E-01
   4.5146179E+00  -2.0073470E-01  -6.2058985E-01   1.8069084E-16   6.5224701E-01   5.4977155E-01   5.4848272E-01
   4.5353484E+00  -2.1298900E-01  -8.7599981E-01   1.7855930E-16   9.0152091E-01   5.4517192E-01   5.4729557E-01
   4.5604281E+00  -2.3817611E-01  -1.2173219E+00   1.7451277E-16   1.2404033E+00   5.2476144E-01   5.3056085E-01
   4.5820270E+00  -2.6362932E-01  -1.4541378E+00   1.6988336E-16   1.4778421E+00   5.1248008E-01   5.1983792E-01
   4.6041741E+00  -2.7824420E-01  -1.6564071E+00   1.6510794E-16   1.6796144E+00   5.0554204E-01   5.0525331E-01
   4.6266594E+00  -2.8339264E-01  -1.8690162E+00   1.6064135E-16   1.8903791E+00   4.7786045E-01   4.8141438E-01
   4.6496682E+00  -2.8306657E-01  -2.0842812E+00   1.5701849E-16   2.1034150E+00   4.5038083E-01   4.6429390E-01
   4.6750302E+00  -2.5981939E-01  -2.2740290E+00   1.5349161E-16   2.2888238E+00   4.3651533E-01   4.4633418E-01
   4.6963959E+00  -2.4161649E-01  -2.4361005E+00   1.5007642E-16   2.4480531E+00   4.1570711E-01   4.2805102E-01
