  flscon:  version 22.2.0.05  win64 2022 
 FLOW-3D   14:11:36  08/23/2023 lwbb     
   hydr3d   version  22.2.0.16 win64     09/12/2022 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob, pfob, vmax, vmaxsrf       
       1     1002      0.000E+00      2.280E+01
   time              pfxob_1         pfyob_1         pfzob_1         pfob_1          vmax_0          vmaxsrf_0
   1.2281584E+00  -9.1200331E-03  -4.8589811E-02   1.9707856E-16   4.9438290E-02   1.8196723E-01   1.8733263E-01
   1.2542676E+00  -9.7111724E-03   1.1336583E-01   2.0219149E-16   1.1378101E-01   1.8585706E-01   1.9882853E-01
   1.2800140E+00  -9.4231954E-03   2.7722782E-01   2.0781536E-16   2.7738792E-01   1.9421807E-01   2.0883960E-01
   1.2973688E+00  -8.7876301E-03   3.9268294E-01   2.1183905E-16   3.9278126E-01   1.9926994E-01   2.1477227E-01
   1.3236750E+00  -9.0642003E-03   5.7265437E-01   2.1806911E-16   5.7272607E-01   2.0595649E-01   2.2241506E-01
   1.3416209E+00  -9.1756629E-03   7.0035142E-01   2.2223315E-16   7.0041150E-01   2.0981677E-01   2.2692668E-01
   1.3685436E+00  -9.1202557E-03   8.9109737E-01   2.2930553E-16   8.9114404E-01   2.1448520E-01   2.3264869E-01
   1.3864440E+00  -9.0641538E-03   1.0229634E+00   2.3442346E-16   1.0230035E+00   2.1682210E-01   2.3549704E-01
   1.4135780E+00  -9.2614777E-03   1.2284689E+00   2.4298932E-16   1.2285038E+00   2.1917880E-01   2.3830903E-01
   1.4408964E+00  -9.4994921E-03   1.4331946E+00   2.5304993E-16   1.4332261E+00   2.2010256E-01   2.3926730E-01
   1.4591906E+00  -9.6218046E-03   1.5675191E+00   2.6082357E-16   1.5675485E+00   2.1991678E-01   2.3885541E-01
   1.4774883E+00  -9.8663485E-03   1.7037185E+00   2.6837643E-16   1.7037472E+00   2.1909927E-01   2.3761623E-01
   1.5049461E+00  -9.1811102E-03   1.9066811E+00   2.8033688E-16   1.9067031E+00   2.1672839E-01   2.3425414E-01
   1.5232562E+00  -8.3154039E-03   2.0390942E+00   2.8858317E-16   2.0391111E+00   2.1441612E-01   2.3102203E-01
   1.5509846E+00  -7.8386022E-03   2.2314658E+00   3.0145050E-16   2.2314796E+00   2.0989050E-01   2.2471879E-01
   1.5694749E+00  -7.5482670E-03   2.3548961E+00   3.1011843E-16   2.3549080E+00   2.0624349E-01   2.1965168E-01
   1.5971353E+00  -7.7642724E-03   2.5414855E+00   3.2373218E-16   2.5414975E+00   2.0887570E-01   2.1094756E-01
   1.6155050E+00  -7.3181498E-03   2.6686478E+00   3.3357216E-16   2.6686578E+00   2.1143045E-01   2.0905589E-01
   1.6433814E+00  -6.6564321E-03   2.8297331E+00   3.4943886E-16   2.8297410E+00   2.1442036E-01   2.1404618E-01
   1.6617821E+00  -6.2689008E-03   2.9497745E+00   3.6006955E-16   2.9497812E+00   2.1578248E-01   2.1739019E-01
   1.6894094E+00  -4.9303318E-03   3.1098993E+00   3.7726691E-16   3.1099033E+00   2.1690087E-01   2.2246394E-01
   1.7077945E+00  -3.6531254E-03   3.2245126E+00   3.8875276E-16   3.2245145E+00   2.1802597E-01   2.2580703E-01
   1.7357379E+00  -3.8601309E-03   3.3538630E+00   4.0618316E-16   3.3538651E+00   2.1930683E-01   2.3073936E-01
   1.7542307E+00  -5.4826206E-03   3.4499846E+00   4.1775969E-16   3.4499891E+00   2.1950950E-01   2.3384592E-01
   1.7820073E+00  -3.6833631E-03   3.5606799E+00   4.3495213E-16   3.5606818E+00   2.2067782E-01   2.3818286E-01
   1.8003702E+00  -4.2996351E-03   3.6510425E+00   4.4621516E-16   3.6510451E+00   2.2115503E-01   2.4078928E-01
   1.8282316E+00  -9.3896006E-04   3.7067659E+00   4.6226241E-16   3.7067659E+00   2.2121833E-01   2.4440268E-01
   1.8467585E+00   1.4314002E-04   3.7516534E+00   4.7218482E-16   3.7516534E+00   2.2165649E-01   2.4610512E-01
   1.8652928E+00  -4.7739265E-03   3.7841768E+00   4.8320355E-16   3.7841799E+00   2.2154365E-01   2.4750014E-01
   1.8933678E+00  -2.1241126E-03   3.7835507E+00   5.0256164E-16   3.7835512E+00   2.2035009E-01   2.4856496E-01
   1.9120351E+00   1.5709687E-03   3.7815659E+00   5.1664102E-16   3.7815661E+00   2.1970522E-01   2.4845584E-01
   1.9399456E+00   8.2829418E-03   3.7622416E+00   5.3308310E-16   3.7622507E+00   2.1908002E-01   2.4702510E-01
   1.9585423E+00   1.0428522E-02   3.7190852E+00   5.4427627E-16   3.7190998E+00   2.1898097E-01   2.4844551E-01
   1.9865705E+00   1.0940195E-02   3.6136417E+00   5.5930046E-16   3.6136584E+00   2.1808673E-01   2.4918897E-01
   2.0050216E+00   1.0880096E-02   3.5754769E+00   5.6783315E-16   3.5754936E+00   2.1673493E-01   2.4847893E-01
   2.0333490E+00   1.0227734E-02   3.3932927E+00   5.7895046E-16   3.3933079E+00   2.1370089E-01   2.4565431E-01
   2.0515175E+00   1.0565372E-02   3.3511522E+00   5.8459572E-16   3.3511689E+00   2.1119064E-01   2.4289003E-01
   2.0774488E+00   9.4856331E-03   3.2964287E+00   5.9023723E-16   3.2964423E+00   2.0689283E-01   2.3787026E-01
   2.1003685E+00   1.0191449E-02   3.3585865E+00   5.9282581E-16   3.3586020E+00   2.0247443E-01   2.3257414E-01
   2.1209438E+00   1.0356650E-02   3.3512976E+00   5.9335706E-16   3.3513136E+00   1.9979122E-01   2.2727713E-01
   2.1407194E+00   9.8227924E-03   3.1800039E+00   5.9235439E-16   3.1800191E+00   2.0812680E-01   2.2176424E-01
   2.1659737E+00   8.8663623E-03   3.0095568E+00   5.8848429E-16   3.0095699E+00   2.1919587E-01   2.2501025E-01
   2.1896889E+00   6.5324269E-03   2.8323784E+00   5.8241864E-16   2.8323860E+00   2.2806953E-01   2.3159310E-01
   2.2136750E+00   1.8987795E-03   2.3954146E+00   5.7429511E-16   2.3954153E+00   2.3414198E-01   2.3544684E-01
   2.2333105E+00  -1.1103903E-03   2.1704805E+00   5.6528708E-16   2.1704810E+00   2.3710135E-01   2.3707502E-01
   2.2571404E+00  -8.4275685E-05   2.0105665E+00   5.5241361E-16   2.0105665E+00   2.3954687E-01   2.3968682E-01
   2.2798259E+00  -5.6932160E-05   1.8209927E+00   5.3802887E-16   1.8209927E+00   2.3815313E-01   2.4019419E-01
   2.3017349E+00   1.6363813E-04   1.6079284E+00   5.2208866E-16   1.6079284E+00   2.4070500E-01   2.5061089E-01
   2.3234611E+00  -2.9276440E-05   1.3266277E+00   5.0278748E-16   1.3266277E+00   2.4054740E-01   2.8998047E-01
   2.3469064E+00  -5.5310181E-03   9.9802303E-01   4.8472249E-16   9.9803835E-01   2.4382433E-01   2.4057770E-01
   2.3697391E+00  -3.9169607E-03   8.0169249E-01   4.6900050E-16   8.0170208E-01   2.4294963E-01   2.5693873E-01
   2.3927586E+00  -4.5742784E-03   5.8672857E-01   4.5354930E-16   5.8674639E-01   2.4355842E-01   3.5109013E-01
   2.4154806E+00  -6.4361100E-03   3.6660415E-01   4.3641152E-16   3.6666065E-01   2.6963824E-01   4.0324783E-01
   2.4393911E+00  -6.3304272E-03   1.4032556E-01   4.1754058E-16   1.4046827E-01   2.4021059E-01   2.8884488E-01
   2.4628389E+00  -6.5709362E-03   4.2471603E-02   3.9848448E-16   4.2976905E-02   2.3617274E-01   3.6257231E-01
   2.4872382E+00  -4.0065325E-03  -1.2615651E-01   3.7803038E-16   1.2622011E-01   2.6662958E-01   4.1015959E-01
   2.5102382E+00  -8.0092363E-03  -3.5192260E-01   3.5777904E-16   3.5201374E-01   2.3679304E-01   3.6013409E-01
   2.5327775E+00  -3.2506529E-03  -2.9275391E-01   3.3832595E-16   2.9277194E-01   3.0905601E-01   4.3850699E-01
   2.5514953E+00  -9.8177111E-03  -5.1310492E-01   3.2272519E-16   5.1319879E-01   2.3463435E-01   3.1654385E-01
   2.5767109E+00  -8.1763593E-03  -5.9642690E-01   3.0380147E-16   5.9648293E-01   2.8270477E-01   4.3279195E-01
   2.6004803E+00  -8.5043283E-03  -6.6546553E-01   2.8597463E-16   6.6551989E-01   2.5661299E-01   4.2399657E-01
   2.6242583E+00  -9.3921265E-03  -7.9349333E-01   2.6688256E-16   7.9354888E-01   2.5086945E-01   3.6414409E-01
   2.6428180E+00  -9.6890358E-03  -8.2878023E-01   2.5334303E-16   8.2883686E-01   2.9723722E-01   4.5543680E-01
   2.6680751E+00  -1.1227278E-02  -8.8618606E-01   2.3589849E-16   8.8625717E-01   2.2326131E-01   2.8900772E-01
   2.6892250E+00  -1.2046412E-02  -9.1426367E-01   2.2364100E-16   9.1434300E-01   2.3947904E-01   3.5477203E-01
   2.7113962E+00  -1.1015906E-02  -9.8529452E-01   2.1009042E-16   9.8535609E-01   2.3183201E-01   3.5569772E-01
   2.7344968E+00  -1.3190969E-02  -9.4864911E-01   1.9645277E-16   9.4874078E-01   2.3222134E-01   2.5756007E-01
   2.7572880E+00  -1.3003412E-02  -9.2283905E-01   1.8310320E-16   9.2293066E-01   2.2508545E-01   3.2749793E-01
   2.7813156E+00  -1.3471467E-02  -9.8218620E-01   1.6902402E-16   9.8227859E-01   2.2396556E-01   3.4759858E-01
   2.8072102E+00  -1.7152475E-02  -8.9120007E-01   1.5486886E-16   8.9136511E-01   2.2215141E-01   2.3509564E-01
   2.8260653E+00  -1.2958538E-02  -8.5951352E-01   1.4440995E-16   8.5961121E-01   2.2026137E-01   2.5404778E-01
   2.8534796E+00  -1.5258354E-02  -6.7925268E-01   1.4390723E-16   6.7942405E-01   4.0329656E-01   3.3705106E-01
   2.8717422E+00  -2.2747101E-02  -7.1836782E-01   1.3775608E-16   7.1872783E-01   4.5679033E-01   3.6055094E-01
   2.8957610E+00  -2.2534845E-02  -5.5747843E-01   1.3421805E-16   5.5793369E-01   4.3285707E-01   4.4998449E-01
   2.9189026E+00  -3.3236429E-02  -5.4604197E-01   1.4030796E-16   5.4705256E-01   3.9166635E-01   5.5812091E-01
   2.9424384E+00  -2.8093275E-02  -4.6295685E-01   1.4580521E-16   4.6380845E-01   3.2120749E-01   3.4685278E-01
   2.9618750E+00  -2.5975542E-02  -4.1645244E-01   1.3839980E-16   4.1726175E-01   3.4954217E-01   3.3618516E-01
   2.9865799E+00  -1.3693532E-02  -3.5875329E-01   1.2786427E-16   3.5901454E-01   3.5122502E-01   3.7927774E-01
   3.0090253E+00  -3.6344957E-03  -4.0330103E-01   1.1320572E-16   4.0331742E-01   5.5327380E-01   5.9770328E-01
   3.0305860E+00  -1.0224451E-02  -3.4185371E-01   1.0344252E-16   3.4200656E-01   6.2519604E-01   6.7460144E-01
   3.0565603E+00   1.3651325E-02  -3.9114550E-01   9.4302580E-17   3.9138365E-01   6.3413727E-01   6.6230094E-01
   3.0791590E+00  -2.7846193E-03  -3.2419527E-01   8.6668570E-17   3.2420722E-01   7.2735006E-01   7.5106066E-01
   3.1012454E+00  -1.9659240E-02  -2.5202566E-01   7.8163790E-17   2.5279126E-01   8.4198707E-01   9.0549362E-01
   3.1237278E+00  -1.8047069E-03  -1.4808618E-01   7.2004061E-17   1.4809717E-01   1.0773906E+00   1.0313970E+00
   3.1460247E+00  -3.2271724E-02   3.3073448E-02   6.7313636E-17   4.6209492E-02   9.6497726E-01   9.7606778E-01
   3.1682026E+00  -7.5587500E-03   1.2234577E-01   6.0818699E-17   1.2257905E-01   1.0343128E+00   1.0503668E+00
   3.1924472E+00   1.1874977E-02   2.1550758E-01   5.4879063E-17   2.1583450E-01   1.1280509E+00   1.1305202E+00
   3.2151334E+00   3.9681364E-03   3.4220508E-01   4.8609368E-17   3.4222808E-01   1.2290720E+00   1.2404766E+00
   3.2368598E+00  -2.7124919E-02   4.7447503E-01   4.5679984E-17   4.7524974E-01   1.1612573E+00   1.1864753E+00
   3.2603331E+00  -2.1063419E-02   5.8715606E-01   4.2734017E-17   5.8753377E-01   1.2060664E+00   1.2303885E+00
   3.2833254E+00  -3.2275636E-02   7.2685087E-01   4.1627318E-17   7.2756714E-01   1.2878656E+00   1.3330754E+00
   3.3065045E+00  -5.5691324E-02   8.5384619E-01   4.4261118E-17   8.5566050E-01   1.1803617E+00   1.2554072E+00
   3.3294904E+00  -2.2195103E-02   9.4828707E-01   4.5520732E-17   9.4854677E-01   8.5978007E-01   1.0510480E+00
   3.3527491E+00   5.5494551E-03   8.9754349E-01   4.9185671E-17   8.9756066E-01   4.7758815E-01   5.3394789E-01
   3.3732371E+00  -1.1645049E-02   8.8880408E-01   5.3892514E-17   8.8888037E-01   2.0693908E+00   4.3973675E+00
   3.3951404E+00  -1.3348192E-02   9.3153965E-01   5.6238375E-17   9.3163532E-01   6.7334020E-01   8.0036616E-01
   3.4230947E+00  -2.3917714E-02   9.6590489E-01   6.1249058E-17   9.6620101E-01   4.1288945E-01   5.0834596E-01
   3.4434500E+00  -2.6407354E-02   9.8753679E-01   6.4785500E-17   9.8788983E-01   3.6811194E-01   4.4981787E-01
   3.4635439E+00  -2.5012011E-02   1.1018080E+00   6.8971041E-17   1.1020919E+00   3.7167424E-01   3.7022224E-01
   3.4847608E+00  -2.5041843E-02   1.1643647E+00   7.3116049E-17   1.1646340E+00   3.7351462E-01   3.4764349E-01
   3.5126033E+00  -2.0482492E-02   1.3155187E+00   7.6513419E-17   1.3156782E+00   3.7133089E-01   3.5356563E-01
   3.5336211E+00  -1.5675317E-02   1.9754417E+00   7.9629627E-17   1.9755038E+00   2.3172943E-01   3.5786596E-01
   3.5557401E+00  -1.8291378E-02   1.8214360E+00   8.0986064E-17   1.8215280E+00   2.8205416E-01   3.6216268E-01
   3.5798199E+00  -1.6884107E-02   1.8223193E+00   8.2721310E-17   1.8223975E+00   3.5019043E-01   3.6671391E-01
   3.6037920E+00  -1.2813856E-02   1.8719051E+00   8.5866331E-17   1.8719490E+00   3.8403556E-01   3.7118846E-01
   3.6242235E+00  -1.7517792E-02   1.9730268E+00   8.9692193E-17   1.9731045E+00   4.0965071E-01   3.7451747E-01
   3.6469295E+00  -2.1154212E-02   3.0897193E+00   8.6081636E-17   3.0897915E+00   3.4435129E-01   4.3034807E-01
   3.6699581E+00  -1.9731138E-02   2.9052267E+00   9.8358677E-17   2.9052939E+00   3.4823376E-01   4.3809691E-01
   3.6939142E+00  -1.8084992E-02   2.9990578E+00   1.0115528E-16   2.9991124E+00   3.4131798E-01   4.6367311E-01
   3.7150221E+00  -2.0341899E-02   2.8598680E+00   1.0528946E-16   2.8599403E+00   4.0626091E-01   3.8314709E-01
   3.7398069E+00  -2.7928490E-02   3.4717057E+00   1.0889045E-16   3.4718180E+00   3.9163798E-01   5.8422238E-01
   3.7623196E+00  -2.8491089E-02   3.9248202E+00   1.1297814E-16   3.9249237E+00   3.7133303E-01   5.8422238E-01
   3.7848043E+00  -4.0696725E-02   4.5107861E+00   1.1277021E-16   4.5109696E+00   5.1437992E-01   6.0463428E-01
   3.8059926E+00  -3.8073663E-02   3.8861470E+00   1.2809430E-16   3.8863337E+00   3.2371998E-01   3.8624346E-01
   3.8287122E+00  -3.6691088E-02   3.8812931E+00   1.3771013E-16   3.8814666E+00   3.1737512E-01   3.8726667E-01
   3.8512979E+00  -3.1918488E-02   3.6368763E+00   1.4713288E-16   3.6370165E+00   3.1669325E-01   3.8822031E-01
   3.8780770E+00  -2.8987309E-02   3.8228340E+00   1.5081887E-16   3.8229439E+00   3.1607363E-01   3.8927844E-01
   3.9001479E+00  -2.8050309E-02   4.5407095E+00   1.5321693E-16   4.5407958E+00   3.1407407E-01   3.9008623E-01
   3.9233119E+00  -2.6283193E-02   4.5459447E+00   1.5658178E-16   4.5460205E+00   3.1104782E-01   3.9085680E-01
   3.9430668E+00  -2.1006146E-02   5.7456880E+00   1.5872284E-16   5.7457261E+00   3.2959470E-01   3.9158797E-01
   3.9675746E+00  -2.6764892E-02   5.1981058E+00   1.7075026E-16   5.1981750E+00   3.1982774E-01   4.2451108E-01
   3.9887102E+00  -3.7433643E-02   6.7451854E+00   1.8164555E-16   6.7452893E+00   3.7819305E-01   4.3008664E-01
   4.0144324E+00  -4.0901333E-02   6.2161646E+00   2.0170895E-16   6.2162991E+00   3.6375257E-01   4.0537509E-01
   4.0365162E+00  -5.1551376E-02   7.5015097E+00   2.1077237E-16   7.5016870E+00   3.7600759E-01   4.2242223E-01
   4.0594440E+00  -5.0780818E-02   7.2565508E+00   2.2626381E-16   7.2567282E+00   3.9150614E-01   5.0322133E-01
   4.0802269E+00  -5.1627792E-02   7.5657420E+00   2.3754684E-16   7.5659184E+00   4.0486166E-01   4.5645496E-01
   4.1050124E+00  -6.0574159E-02   7.6018691E+00   2.5324723E-16   7.6021104E+00   4.2189229E-01   4.5277026E-01
   4.1257839E+00  -7.4517824E-02   7.5312419E+00   2.6612573E-16   7.5316105E+00   4.3771112E-01   4.1706014E-01
   4.1496720E+00  -8.7531865E-02   7.7552667E+00   2.7800386E-16   7.7557607E+00   4.5619541E-01   4.4522041E-01
   4.1713848E+00  -9.3389183E-02   8.5295057E+00   2.8858105E-16   8.5300169E+00   4.7099635E-01   4.5252407E-01
   4.1946316E+00  -1.1033457E-01   9.3729601E+00   2.9850460E-16   9.3736095E+00   4.8553443E-01   4.7318158E-01
   4.2177334E+00  -1.2200753E-01   9.5657721E+00   3.0908105E-16   9.5665503E+00   5.0068444E-01   4.9253997E-01
   4.2417765E+00  -1.3068798E-01   9.6432085E+00   3.1927472E-16   9.6440945E+00   5.1737779E-01   5.1269817E-01
   4.2629681E+00  -1.4095168E-01   9.7197275E+00   3.2663708E-16   9.7207489E+00   5.3283060E-01   5.2884156E-01
   4.2870564E+00  -1.4418532E-01   9.7555246E+00   3.3390891E-16   9.7565908E+00   5.4986924E-01   5.4351866E-01
   4.3087020E+00  -1.5025298E-01   9.6384306E+00   3.4009085E-16   9.6396017E+00   5.6863296E-01   5.6377643E-01
   4.3325047E+00  -1.5976438E-01   9.1186743E+00   3.4545937E-16   9.1200733E+00   5.8664101E-01   5.8573228E-01
   4.3543320E+00  -1.6756153E-01   8.4476900E+00   3.4846523E-16   8.4493513E+00   6.0026747E-01   6.0033995E-01
   4.3777947E+00  -1.7919725E-01   8.0633745E+00   3.5074801E-16   8.0653648E+00   6.1060822E-01   6.1280930E-01
   4.4012876E+00  -1.9276126E-01   8.2552280E+00   3.5259652E-16   8.2574787E+00   6.1340660E-01   6.1383533E-01
   4.4227815E+00  -2.0964473E-01   8.2016506E+00   3.5337518E-16   8.2043295E+00   6.1684787E-01   6.1608028E-01
   4.4466672E+00  -2.2038834E-01   7.7772813E+00   3.5241933E-16   7.7804031E+00   6.2144172E-01   6.1941051E-01
   4.4687324E+00  -2.4598068E-01   7.8766294E+00   3.5035448E-16   7.8804693E+00   6.2495577E-01   6.2165600E-01
   4.4920754E+00  -2.4752614E-01   7.2840872E+00   3.4749532E-16   7.2882915E+00   6.2705278E-01   6.2281704E-01
   4.5140495E+00  -2.4884051E-01   6.6770015E+00   3.4360797E-16   6.6816368E+00   6.2228006E-01   6.2924188E-01
   4.5370421E+00  -2.4808781E-01   5.9262595E+00   3.3702665E-16   5.9314499E+00   6.2224883E-01   6.2899631E-01
   4.5596571E+00  -2.5437367E-01   5.7811155E+00   3.3031683E-16   5.7867093E+00   6.2055022E-01   6.3758951E-01
   4.5820885E+00  -2.4839050E-01   4.7644858E+00   3.2232441E-16   4.7709565E+00   6.1794329E-01   6.2354422E-01
   4.6047235E+00  -2.5380933E-01   4.0856147E+00   3.1386962E-16   4.0934906E+00   6.1723089E-01   6.1653244E-01
   4.6288576E+00  -2.5331461E-01   3.6942751E+00   3.0455162E-16   3.7029500E+00   6.1712205E-01   6.1258006E-01
   4.6514277E+00  -2.4769901E-01   2.9814262E+00   2.9404166E-16   2.9916980E+00   5.9790021E-01   6.0532093E-01
   4.6747727E+00  -2.4912500E-01   2.5074341E+00   2.8257395E-16   2.5197797E+00   5.8657819E-01   5.9055954E-01
